author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Webster,real_estate_agent,https://www.cian.ru/sale/flat/304190769/,Москва,sale,flat,16,37,1,47.0,-1,0,23000000.0,Западное Дегунино,Ильменский проезд,14к8,Селигерская,Селигер Сити
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/302679410/,Москва,sale,flat,21,25,2,59.3,-1,0,25202500.0,Щукино, Берзарина,32,Щукинская,Октябрьское поле
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/302998383/,Москва,sale,flat,13,30,3,74.9,-1,0,25698190.0,Чертаново Южное,,1.1,Аннино,Варшавские Ворота ЖК
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300148680/,Москва,sale,flat,7,27,2,67.9,-1,0,28600000.0,Лефортово,,,Серп и Молот,Символ ЖК
MR Group,developer,https://www.cian.ru/sale/flat/293391924/,Москва,sale,flat,35,43,2,74.1,-1,0,31596373.0,Западное Дегунино,Ильменский проезд,14к1,Селигерская,Селигер Сити
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/303583248/,Москва,sale,flat,22,45,2,77.1,-1,0,32300000.0,Хорошево-Мневники, Шеногина,2,Шелепиха,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303762197/,Москва,sale,flat,8,19,2,60.0,-1,0,33000000.0,"Стильный ""лофт"" в е Беговой2-комн. апартаменты",60 м²,,,
А101,developer,https://www.cian.ru/sale/flat/288822163/,Москва,sale,flat,2,16,3,78.2,-1,0,37080756.0,Сокол, Зорге,25С2,Зорге,Дом на Зорге
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/285383928/,Москва,sale,flat,7,22,2,75.0,-1,0,38500000.0,Раменки,Минская ,1ГК1,Ломоносовский проспект,Золотые Ключи 2
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302818966/,Москва,sale,flat,4,4,2,75.7,-1,0,39900000.0,Марьина роща,проезд 12-й Марьиной рощи,8С2,Марьина Роща,Лофт-квартал Studio #12
Forma,developer,https://www.cian.ru/sale/flat/299571473/,Москва,sale,flat,17,25,3,86.4,-1,0,41665536.0,Печатники,Южнопортовая ,,Печатники,Portland
КОРТРОС,developer,https://www.cian.ru/sale/flat/298603493/,Москва,sale,flat,6,37,3,100.7,-1,0,42193300.0,Останкинский, Годовикова,11к5,Алексеевская,iLove
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/302676750/,Москва,sale,flat,2,41,4,97.0,-1,0,51000000.0,Раменки,1-й Сетуньский проезд,вл6,Кутузовская,Hide
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290383734/,Москва,sale,flat,5,5,3,125.7,-1,0,54000000.0,Тверской,1-я Брестская ,36,Белорусская,
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/301948885/,Москва,sale,flat,12,51,4,108.2,-1,0,54000000.0,Пресненский,Шмитовский проезд,39,Шелепиха,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/293449159/,Москва,sale,flat,20,36,4,123.0,-1,0,58700000.0,Беговой,Ленинградский проспект,34А,Динамо,Комплекс апартаментов Alcon Tower
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303869286/,Москва,sale,flat,5,8,4,100.0,-1,0,62000000.0,Гагаринский, Строителей,6К6,Университет,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299639948/,Москва,sale,flat,30,75,2,71.8,-1,0,66000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/299768572/,Москва,sale,flat,5,21,3,114.0,-1,0,66000000.0,Раменки,Минская ,1ГК2,Ломоносовский проспект,Золотые Ключи 2
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296041240/,Москва,sale,flat,5,23,3,128.0,-1,0,73500000.0,Очаково-Матвеевское,Староволынская ,12к3,Матвеевская,Волынский
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303019745/,Москва,sale,flat,5,6,3,79.2,-1,0,75000000.0,Пресненский,Мерзляковский переулок,5/1,Арбатская,
Webster,real_estate_agent,https://www.cian.ru/sale/flat/302547914/,Москва,sale,flat,14,35,4,147.5,-1,0,85000000.0,Щукино,Авиационная ,79,Щукинская,Алые Паруса
RND,real_estate_agent,https://www.cian.ru/sale/flat/303580707/,Москва,sale,flat,13,14,4,94.0,-1,0,84900000.0,Раменки,проспект Генерала Дорохова,39к1Б,Минская,Собрание клубных домов West Garden
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301897182/,Москва,sale,flat,22,23,3,152.0,-1,0,90000000.0,Покровское-Стрешнево,Иваньковское шоссе,5,Щукинская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303572735/,Москва,sale,flat,2,5,4,105.2,-1,0,94000000.0,Хамовники,Барыковский переулок,5,Кропоткинская,
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/266107701/,Москва,sale,flat,44,53,4,158.0,-1,0,95000000.0,Раменки,Мосфильмовская ,8,Минская,Дом на Мосфильмовской
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303253986/,Москва,sale,flat,8,14,3,125.2,-1,0,100000000.0,Стильная кв-ра в Пресненском е3-комн. квартира,8/14 этаж,,,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/303572161/,Москва,sale,flat,2,5,4,205.0,-1,0,99990000.0,Покровское-Стрешнево,Береговая ,4К1,Стрешнево,Покровский берег
ID 413522,realtor,https://www.cian.ru/sale/flat/304329884/,Москва,sale,flat,7,12,2,78.0,-1,0,104370000.0,Хамовники, Ефремова,10,Фрунзенская,Садовые кварталы
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/302250083/,Москва,sale,flat,7,12,5,243.0,-1,0,105000000.0,Щукино, Расплетина,22к2,Октябрьское поле,Северная Звезда
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/302801154/,Москва,sale,flat,11,11,4,179.2,-1,0,114000000.0,Басманный,Старая Басманная ,10С5,Курская,KAZAKOV Grand Loft
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290380778/,Москва,sale,flat,5,12,4,157.3,-1,0,120000000.0,Тверской,1-й Тверской-Ямской переулок,11,Маяковская,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302613376/,Москва,sale,flat,2,3,4,126.0,-1,0,125000000.0,Мещанский,Варсонофьевский переулок,8С3,Кузнецкий мост,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/295395551/,Москва,sale,flat,4,21,4,136.0,-1,0,170000000.0,Пресненский, Костикова,4к6,Улица 1905 года,Lucky
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300707882/,Москва,sale,flat,4,6,3,149.6,-1,0,230000000.0,Хамовники, Льва Толстого,23к1,Парк Культуры,Литератор
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290380851/,Москва,sale,flat,26,57,3,262.0,-1,0,308471799.0,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298382835/,Москва,sale,flat,4,5,3,166.0,-1,0,312000000.0,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/303582854/,Москва,sale,flat,4,8,4,218.9,-1,0,863721039.0,Пресненский,Гранатный переулок,8С4,Баррикадная,Гранатный Палас
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/303071453/,Москва,sale,flat,10,23,1,35.4,-1,0,9900000.0,Южнопортовый,Волгоградский проспект,30С1,Волгоградский проспект,HighWay
А101,developer,https://www.cian.ru/sale/flat/298511613/,Москва,sale,flat,2,17,3,78.4,-1,0,14839503.0,,,7.1,Бунинская аллея,Бунинские Кварталы ЖК
Level Group,developer,https://www.cian.ru/sale/flat/301987446/,Москва,sale,flat,25,31,2,40.1,-1,0,,Западное Дегунино,Северный ао,к3,Верхние Лихоборы,Левел Селигерская ЖК
А101,developer,https://www.cian.ru/sale/flat/284988831/,Москва,sale,flat,25,30,3,58.6,-1,0,19857606.0,Южное Бутово,к2.2,к2.2,Бунинская аллея,Южные Сады ЖК
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/301301875/,Москва,sale,flat,6,12,2,62.9,-1,0,20794740.0,Соколиная гора,,,Соколиная гора,Семеновский Парк 2 ЖК
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/280126610/,Москва,sale,flat,2,17,2,65.1,-1,0,25851210.0,Савеловский,Старый Петровско-Разумовский проезд,1/23С5,Гражданская,Петровский парк II
РКС Девелопмент,developer,https://www.cian.ru/sale/flat/301447585/,Москва,sale,flat,7,15,3,69.74,-1,0,27506223.0,Даниловский,Автозаводская ,24К1,Тульская,Дом на набережной INSIDER
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/294770491/,Москва,sale,flat,10,25,4,102.2,-1,0,56000000.0,Раменки, Янковского,1к2,Аминьевская,Событие
Capital Group,developer,https://www.cian.ru/sale/flat/302388193/,Москва,sale,flat,20,23,3,123.09,-1,0,56949326.0,Якиманка,Мытная ,40к4,Серпуховская,Sky House
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/302218883/,Москва,sale,flat,7,38,3,96.0,-1,0,59000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/300983381/,Москва,sale,flat,4,6,5,144.0,-1,0,69800000.0,Тверской,Страстной бульвар,4,Пушкинская,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/302218888/,Москва,sale,flat,21,77,3,92.0,-1,0,74000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302464384/,Москва,sale,flat,12,21,3,136.0,-1,0,74800000.0,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров
Yhome,real_estate_agent,https://www.cian.ru/sale/flat/302910348/,Москва,sale,flat,11,28,3,107.0,-1,0,77500000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303191960/,Москва,sale,flat,11,18,5,125.0,-1,0,81000000.0,Алексеевский,Новоалексеевская ,16к3,Алексеевская,Серебряный фонтан
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299739475/,Москва,sale,flat,2,3,4,126.0,-1,0,125000000.0,Мещанский,Варсонофьевский переулок,8С3,Кузнецкий мост,
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302727287/,Москва,sale,flat,5,20,4,164.0,-1,0,164000000.0,Пресненский,Средний Тишинский переулок,5,Белорусская,Дом на Тишинке
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/301628718/,Москва,sale,flat,3,3,4,170.2,-1,0,171500000.0,Мещанский,переулок Печатников,12,Трубная,Печатников 12
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/236960194/,Москва,sale,flat,3,3,4,170.0,-1,0,171500000.0,Мещанский,переулок Печатников,12,Трубная,Печатников 12
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/278317225/,Москва,sale,flat,4,10,5,195.1,-1,0,185083079.0,Хамовники,Еропкинский переулок,16/23,Парк Культуры,Еропкинский 16
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/303591789/,Москва,sale,flat,4,7,3,150.0,-1,0,230000000.0,Хамовники, Льва Толстого,23к1,Парк Культуры,Литератор
COLDY,developer,https://www.cian.ru/sale/flat/297997352/,Москва,sale,flat,9,14,1,109.88,-1,0,253431847.0,Хамовники,переулок 1-й Тружеников,12,Киевская,Хамовники 12
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/304330133/,Москва,sale,flat,14,14,5,308.3,-1,0,668034299.0,Хамовники, Ефремова,10,Фрунзенская,Садовые кварталы
А101,developer,https://www.cian.ru/sale/flat/300374661/,Москва,sale,flat,8,11,3,56.7,-1,0,12268404.0,,м. Бунинская аллея,,Бунинская аллея,Дзен-кварталы ЖК
Группа Родина,developer,https://www.cian.ru/sale/flat/293200994/,Москва,sale,flat,7,13,2,62.9,-1,0,17623300.0,, 1-я Ватутинская,12с4,Ольховая,Russian Design District
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/297844042/,Москва,sale,flat,6,8,3,78.0,-1,0,18135000.0,, 3-я Нововатутинская,15к1,Кедровая,"Новые Ватутинки, мкр. Центральный"
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/298054081/,Москва,sale,flat,5,9,2,38.0,-1,0,18500000.0,Даниловский,оч.3,оч.3,Технопарк,Шагал ЖК
А101,developer,https://www.cian.ru/sale/flat/273051022/,Москва,sale,flat,2,16,3,76.4,-1,0,18538833.0,,,к22.2,Потапово,Скандинавия ЖК
Level Group,developer,https://www.cian.ru/sale/flat/302621324/,Москва,sale,flat,2,64,2,34.9,-1,0,,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/286850576/,Москва,sale,flat,5,22,3,58.0,-1,0,24700000.0,Хорошевский, Зорге,9,Хорошёвская,Зорге 9
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303542661/,Москва,sale,flat,19,54,3,74.0,-1,0,25000000.0,Покровское-Стрешнево,Волоколамское шоссе,95/2,Трикотажная,City Bay
Стадион Спартак,developer,https://www.cian.ru/sale/flat/292187792/,Москва,sale,flat,3,13,1,55.6,-1,0,27054960.0,Покровское-Стрешнево,Северо-Западный ао,,Спартак,Клубный Город на Реке Примавера ЖК
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/297089048/,Москва,sale,flat,26,35,3,71.0,-1,0,29950000.0,Останкинский, Годовикова,11к4,Алексеевская,iLove
Sminex,developer,https://www.cian.ru/sale/flat/303125529/,Москва,sale,flat,9,14,1,44.3,-1,0,29950000.0,Раменки,проспект Генерала Дорохова,39к2М,Ломоносовский проспект,Собрание клубных домов West Garden
Основа,developer,https://www.cian.ru/sale/flat/297432216/,Москва,sale,flat,3,31,2,70.6,-1,0,,Марфино,,к1,Улица Милашенкова,Вери ЖК
Estes,real_estate_agent,https://www.cian.ru/sale/flat/302024038/,Москва,sale,flat,22,53,3,80.3,-1,0,33500000.0,Пресненский,Шмитовский проезд,39к8,Шелепиха,Headliner
А101,developer,https://www.cian.ru/sale/flat/288822096/,Москва,sale,flat,12,16,3,79.6,-1,0,34161230.0,Сокол, Зорге,25С2,Зорге,Дом на Зорге
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/302949551/,Москва,sale,flat,30,35,3,62.5,-1,0,35000000.0,Раменки,Мосфильмовская ,98к2,Аминьевская,Огни
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303459806/,Москва,sale,flat,9,15,2,62.9,-1,0,35500000.0,Раменки,Винницкая ,8к4,Раменки,Настоящее
Sense Development,developer,https://www.cian.ru/sale/flat/298147602/,Москва,sale,flat,7,13,1,58.8,-1,0,36868019.0,Даниловский,Подольское шоссе,3,Тульская,Logos
ALVO Group,real_estate_agent,https://www.cian.ru/sale/flat/292414471/,Москва,sale,flat,3,20,2,64.0,-1,0,38000000.0,Беговой,Бумажный проезд,4,Белорусская,Клубный дом SOHO+NOHO
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303199166/,Москва,sale,flat,7,79,2,62.1,-1,0,49680000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303645322/,Москва,sale,flat,11,15,3,63.0,-1,0,54900000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303642324/,Москва,sale,flat,9,25,4,90.0,-1,0,56500000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
ALFA real estate,real_estate_agent,https://www.cian.ru/sale/flat/302345482/,Москва,sale,flat,9,22,3,104.0,-1,0,75000000.0,Хорошево-Мневники, Нижние Мневники,,Терехово ,Остров
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/300994666/,Москва,sale,flat,11,14,5,127.3,-1,0,84800000.0,Раменки,проспект Генерала Дорохова,39к2Г,Минская,Собрание клубных домов West Garden
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/299069947/,Москва,sale,flat,3,5,3,112.7,-1,0,85000000.0,Хамовники,Комсомольский проспект,42С2,Спортивная,Clerkenwell House
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297831958/,Москва,sale,flat,17,21,3,120.0,-1,0,119900000.0,Пресненский,2-я Звенигородская ,12С19,Улица 1905 года,Lucky
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300029805/,Москва,sale,flat,1,3,5,221.7,-1,0,120000000.0,Хорошевский,проезд Аэропорта,8,Аэропорт,Studio 8
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/302245977/,Москва,sale,flat,3,19,5,239.0,-1,0,125000000.0,Тверской,Краснопролетарская ,7,Новослободская,Ласточкино гнездо
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/297307916/,Москва,sale,flat,3,7,3,95.7,-1,0,128000000.0,Замоскворечье,Садовническая ,57С2,Новокузнецкая,Wine House
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/297894351/,Москва,sale,flat,6,7,2,95.0,-1,0,130000000.0,Хамовники, Льва Толстого,23к1,Парк Культуры,Литератор
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297880855/,Москва,sale,flat,10,15,5,178.0,-1,0,151300000.0,Дорогомилово,Студенческая ,20к1,Студенческая,Студенческая 20
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/291161830/,Москва,sale,flat,16,24,5,180.0,-1,0,160000000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297233657/,Москва,sale,flat,5,8,4,164.0,-1,0,165000000.0,Пресненский,Средний Тишинский переулок,5,Белорусская,Дом на Тишинке
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/303572167/,Москва,sale,flat,10,10,4,189.0,-1,0,170000000.0,Тверской,Страстной бульвар,10к1,Пушкинская,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/303570225/,Москва,sale,flat,2,6,4,171.0,-1,0,176269599.0,Хамовники,Зубовский проезд,1,Парк Культуры,Дом в Зубовском проезде
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/289779248/,Москва,sale,flat,1,3,5,168.4,-1,0,176269599.0,Мещанский,переулок Печатников,12,Трубная,Печатников 12
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300298586/,Москва,sale,flat,13,16,4,195.0,-1,0,185000000.0,Аэропорт,Ленинградский проспект,36с39,Петровский Парк,ВТБ Арена парк
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/303630217/,Москва,sale,flat,10,10,4,215.0,-1,0,250000000.0,Тверской,Страстной бульвар,10к1,Пушкинская,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297630559/,Москва,sale,flat,5,7,3,182.0,-1,0,280000000.0,Таганский,Котельническая набережная,21,Таганская,Симфония набережных
Delta estate,real_estate_agent,https://www.cian.ru/sale/flat/296646329/,Москва,sale,flat,2,6,4,221.0,-1,0,308471799.0,Раменки, Косыгина,19К1,Воробьёвы горы,Монолит
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297630550/,Москва,sale,flat,7,7,5,265.0,-1,0,450000000.0,Таганский,Котельническая набережная,21,Таганская,Симфония набережных
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/293040283/,Москва,sale,flat,7,9,5,320.0,-1,0,544000000.0,Арбат,Большой Афанасьевский переулок,28,Арбатская,"Большой Афанасьевский пер, вл.24"
А101,developer,https://www.cian.ru/sale/flat/289991039/,Москва,sale,flat,7,14,2,38.7,-1,0,10741417.0,,,3.2,Бунинская аллея,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/301534234/,Москва,sale,flat,6,10,3,53.6,-1,0,11135132.0,,,3.1,Толстопальцево,Родные кварталы ЖК
Основа,developer,https://www.cian.ru/sale/flat/286347130/,Москва,sale,flat,2,29,2,45.7,-1,0,14528030.0,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
Виктория Яковлева,realtor,https://www.cian.ru/sale/flat/303827859/,Москва,sale,flat,2,9,2,48.0,-1,0,14990000.0,Северное Тушино, Героев Панфиловцев,3К1,Сходненская,
Главстрой,developer,https://www.cian.ru/sale/flat/296872043/,Москва,sale,flat,20,30,2,50.5,-1,0,16315641.0,Рязанский,Рязанский проспект,,Окская,balance
А101,developer,https://www.cian.ru/sale/flat/274079389/,Москва,sale,flat,26,30,2,55.5,-1,0,17332928.0,Южное Бутово,к2.1,к2.1,Бунинская аллея,Южные Сады ЖК
КРОСТ,developer,https://www.cian.ru/sale/flat/296745539/,Москва,sale,flat,21,28,1,36.9,-1,0,18117900.0,Хорошево-Мневники, Генерала Глаголева,,,CRYSTAL Трилогия
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/303985617/,Москва,sale,flat,41,58,1,37.6,-1,0,18500000.0,Хорошево-Мневники, Народного Ополчения,15К2,Народное Ополчение,Wellton Towers
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/303016403/,Москва,sale,flat,12,28,1,45.2,-1,0,20950000.0,Даниловский,Автозаводская ,,Автозаводская,Shagal
Level Group,developer,https://www.cian.ru/sale/flat/302622900/,Москва,sale,flat,11,29,2,46.3,-1,0,,Нижегородский,,5,Нижегородская,Левел Нижегородская ЖК
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298334754/,Москва,sale,flat,24,35,2,44.2,-1,0,21948217.0,Левобережный,Фестивальная ,15к24/3,Речной вокзал,Фестиваль парк-2
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/299564936/,Москва,sale,flat,5,20,2,67.4,-1,0,24061800.0,Головинский,Михалковская ,48к1,Коптево,Михалковский
St Michael,developer,https://www.cian.ru/sale/flat/303024911/,Москва,sale,flat,16,21,2,58.28,-1,0,25323650.0,Хорошевский,9Ак7,9Ак7,Полежаевская,Зорге 9 ЖК
Estes,real_estate_agent,https://www.cian.ru/sale/flat/303671075/,Москва,sale,flat,12,21,3,79.6,-1,0,29000000.0,Хорошевский,9Ак6,9Ак6,Полежаевская,Зорге 9 ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297470849/,Москва,sale,flat,7,9,3,55.4,-1,0,33490000.0,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300116271/,Москва,sale,flat,5,11,3,62.3,-1,0,34300000.0,Басманный, Казакова,7,Курская,KAZAKOV Grand Loft
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300553173/,Москва,sale,flat,2,14,2,69.9,-1,0,35000000.0,Мещанский, Гиляровского,4К1,Сухаревская,
ID 35684254,realtor,https://www.cian.ru/sale/flat/303779114/,Москва,sale,flat,26,37,3,77.3,-1,0,36990000.0,Раменки,Мосфильмовская ,98к2,Аминьевская,Огни
ID 74438895,realtor,https://www.cian.ru/sale/flat/302406289/,Москва,sale,flat,11,16,2,63.0,-1,0,38090000.0,Сокольники, Матросская Тишина,12,Сокольники,Ренессанс
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/303951960/,Москва,sale,flat,6,17,3,82.7,-1,0,39000000.0,Беговой,Ленинградский проспект,35С2,Петровский Парк,Квартал апартаментов Искра-Парк
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/296325192/,Москва,sale,flat,11,58,4,108.2,-1,0,45000000.0,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303868901/,Москва,sale,flat,28,29,3,90.0,-1,0,47800000.0,Нагатино-Садовники,Варшавское шоссе,37АС2,Нагатинская,Rotterdam
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300466773/,Москва,sale,flat,16,32,3,123.9,-1,0,48990000.0,Лучший ЖК в е Черемушки3-комн. квартира,16/32 этаж,,,
Аеон-Девелопмент,developer,https://www.cian.ru/sale/flat/301174011/,Москва,sale,flat,20,46,2,69.9,-1,0,48835380.0,Дорогомилово,Кутузовский проезд,16А/1,Фили,River Park Кутузовский
Мечты в квадрате,real_estate_agent,https://www.cian.ru/sale/flat/303189386/,Москва,sale,flat,3,9,3,86.9,-1,0,52000000.0,Даниловский,проспект Лихачева,20,Технопарк,Nagatino i-Land
Sminex,developer,https://www.cian.ru/sale/flat/304094787/,Москва,sale,flat,3,24,1,51.4,-1,0,53340000.0,Пресненский,Электрический переулок,1с22,Белорусская,Квартал Тишинский бульвар
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301201017/,Москва,sale,flat,15,18,3,112.5,-1,0,59000000.0,Можайский, Багрицкого,18,Кунцевская,Свой
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/293259981/,Москва,sale,flat,37,58,3,94.5,-1,0,62000000.0,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/303120811/,Москва,sale,flat,5,6,4,95.0,-1,0,65000000.0,Арбат, Арбат,47/23,Смоленская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301998368/,Москва,sale,flat,6,12,3,120.9,-1,0,71500000.0,Мещанский,Протопоповский переулок,17С2,Проспект Мира,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/287648831/,Москва,sale,flat,9,19,4,180.0,-1,0,75000000.0,Семейный вариант в е Аэропорт4-комн. квартира,180 м²,,,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302363306/,Москва,sale,flat,7,8,2,51.0,-1,0,75200000.0,Якиманка,Софийская набережная,34С5,Новокузнецкая,Софийский
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303967965/,Москва,sale,flat,3,6,3,112.5,-1,0,85000000.0,Хамовники,Комсомольский проспект,42С2,Спортивная,Clerkenwell House
ЖИR Private,real_estate_agent,https://www.cian.ru/sale/flat/302447738/,Москва,sale,flat,14,32,4,147.5,-1,0,85000000.0,Щукино,Авиационная ,79,Щукинская,Алые Паруса
Vesco Realty,real_estate_agent,https://www.cian.ru/sale/flat/302075176/,Москва,sale,flat,2,6,4,162.1,-1,0,95800000.0,Покровское-Стрешнево,Береговая ,4К5,Стрешнево,Покровский берег
Vesco Realty,real_estate_agent,https://www.cian.ru/sale/flat/294221017/,Москва,sale,flat,8,12,4,136.9,-1,0,102000000.0,Раменки,проспект Генерала Дорохова,39к1Е,Минская,Собрание клубных домов West Garden
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300754049/,Москва,sale,flat,3,12,3,108.1,-1,0,108000000.0,Хамовники,Малая Пироговская ,8,Спортивная,Barrin House
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304247743/,Москва,sale,flat,3,21,3,92.2,-1,0,108335000.0,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
